date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type,Hour,Day_of_Week,Month,Weekend,Power_Factor_Ratio,High_Load
10/2/2018 3:30,6.48,5.44,0,0,76.59,100,12600,Weekend,Saturday,Light_Load,3,Tuesday,October,Weekday,1.30565348,0
10/2/2018 3:45,6.59,5.58,0,0,76.32,100,13500,Weekend,Saturday,Light_Load,3,Tuesday,October,Weekday,1.310272537,0
10/2/2018 4:00,6.59,5.65,0,0,75.92,100,14400,Weekend,Saturday,Light_Load,4,Tuesday,October,Weekday,1.317175975,0
10/2/2018 4:15,6.52,5.65,0,0,75.57,100,15300,Weekend,Saturday,Light_Load,4,Tuesday,October,Weekday,1.323276432,0
10/2/2018 4:30,6.52,5.69,0,0,75.34,100,16200,Weekend,Saturday,Light_Load,4,Tuesday,October,Weekday,1.327316167,0
10/2/2018 4:45,6.55,5.9,0,0,74.3,100,17100,Weekend,Saturday,Light_Load,4,Tuesday,October,Weekday,1.34589502,0
10/2/2018 5:00,6.55,5.54,0,0,76.35,100,18000,Weekend,Saturday,Light_Load,5,Tuesday,October,Weekday,1.309757695,0
10/2/2018 5:15,6.55,5.36,0,0,77.39,100,18900,Weekend,Saturday,Light_Load,5,Tuesday,October,Weekday,1.292156609,0
10/2/2018 5:30,6.48,5.26,0,0,77.64,100,19800,Weekend,Saturday,Light_Load,5,Tuesday,October,Weekday,1.287995878,0
10/2/2018 5:45,6.52,5.18,0,0,78.3,100,20700,Weekend,Saturday,Light_Load,5,Tuesday,October,Weekday,1.277139208,0
10/2/2018 6:00,6.52,5.44,0,0,76.78,100,21600,Weekend,Saturday,Light_Load,6,Tuesday,October,Weekday,1.302422506,0
10/2/2018 6:15,6.48,5.29,0,0,77.46,100,22500,Weekend,Saturday,Light_Load,6,Tuesday,October,Weekday,1.290988897,0
10/2/2018 6:30,6.52,5.8,0,0,74.72,100,23400,Weekend,Saturday,Light_Load,6,Tuesday,October,Weekday,1.338329764,0
10/2/2018 6:45,6.48,5.44,0,0,76.59,100,24300,Weekend,Saturday,Light_Load,6,Tuesday,October,Weekday,1.30565348,0
10/2/2018 7:00,6.44,5.44,0,0,76.39,100,25200,Weekend,Saturday,Light_Load,7,Tuesday,October,Weekday,1.309071868,0
10/2/2018 7:15,6.48,5.47,0,0,76.41,100,26100,Weekend,Saturday,Light_Load,7,Tuesday,October,Weekday,1.308729224,0
10/2/2018 7:30,6.52,5.26,0,0,77.83,100,27000,Weekend,Saturday,Light_Load,7,Tuesday,October,Weekday,1.2848516,0
10/2/2018 7:45,6.41,5.11,0,0,78.19,100,27900,Weekend,Saturday,Light_Load,7,Tuesday,October,Weekday,1.278935925,0
10/2/2018 8:00,6.41,4.97,0,0,79.03,100,28800,Weekend,Saturday,Light_Load,8,Tuesday,October,Weekday,1.265342275,0
10/2/2018 8:15,6.37,4.86,0,0,79.5,100,29700,Weekend,Saturday,Light_Load,8,Tuesday,October,Weekday,1.257861635,0
10/2/2018 8:30,6.52,5.65,0,0,75.57,100,30600,Weekend,Saturday,Light_Load,8,Tuesday,October,Weekday,1.323276432,0
10/2/2018 8:45,5.69,5.58,0.25,0,71.4,99.9,31500,Weekend,Saturday,Light_Load,8,Tuesday,October,Weekday,1.399159664,0
10/2/2018 9:00,5.4,0,20.41,0,100,25.58,32400,Weekend,Saturday,Light_Load,9,Tuesday,October,Weekday,0.2558,0
10/2/2018 9:15,5.58,0,26.28,0,100,20.77,33300,Weekend,Saturday,Light_Load,9,Tuesday,October,Weekday,0.2077,0
10/2/2018 9:30,4.57,0,26.71,0,100,16.86,34200,Weekend,Saturday,Light_Load,9,Tuesday,October,Weekday,0.1686,0
10/2/2018 9:45,4.5,0,26.68,0,100,16.63,35100,Weekend,Saturday,Light_Load,9,Tuesday,October,Weekday,0.1663,0
10/2/2018 10:00,5,0,26.93,0,100,18.25,36000,Weekend,Saturday,Light_Load,10,Tuesday,October,Weekday,0.1825,0
10/2/2018 10:15,5.51,0,26.96,0,100,20.02,36900,Weekend,Saturday,Light_Load,10,Tuesday,October,Weekday,0.2002,0
10/2/2018 10:30,4.79,0,27.22,0,100,17.33,37800,Weekend,Saturday,Light_Load,10,Tuesday,October,Weekday,0.1733,0
10/2/2018 10:45,4.46,0,27.14,0,100,16.22,38700,Weekend,Saturday,Light_Load,10,Tuesday,October,Weekday,0.1622,0
10/2/2018 11:00,4.82,0,27.18,0,100,17.46,39600,Weekend,Saturday,Light_Load,11,Tuesday,October,Weekday,0.1746,0
10/2/2018 11:15,5.29,0,10.94,0,100,43.53,40500,Weekend,Saturday,Light_Load,11,Tuesday,October,Weekday,0.4353,0
10/2/2018 11:30,5.18,0,9.61,0,100,47.45,41400,Weekend,Saturday,Light_Load,11,Tuesday,October,Weekday,0.4745,0
10/2/2018 11:45,5.33,0,9.43,0,100,49.21,42300,Weekend,Saturday,Light_Load,11,Tuesday,October,Weekday,0.4921,0
10/2/2018 12:00,4.68,0,8.89,0,100,46.58,43200,Weekend,Saturday,Light_Load,12,Tuesday,October,Weekday,0.4658,0
10/2/2018 12:15,5.51,0,20.99,0,100,25.39,44100,Weekend,Saturday,Light_Load,12,Tuesday,October,Weekday,0.2539,0
10/2/2018 12:30,4.72,0,26.42,0,100,17.59,45000,Weekend,Saturday,Light_Load,12,Tuesday,October,Weekday,0.1759,0
10/2/2018 12:45,4.57,0,26.17,0,100,17.2,45900,Weekend,Saturday,Light_Load,12,Tuesday,October,Weekday,0.172,0
10/2/2018 13:00,5.11,0,26.32,0,100,19.06,46800,Weekend,Saturday,Light_Load,13,Tuesday,October,Weekday,0.1906,0
10/2/2018 13:15,5.58,0,26.75,0,100,20.42,47700,Weekend,Saturday,Light_Load,13,Tuesday,October,Weekday,0.2042,0
10/2/2018 13:30,4.64,0,27.11,0,100,16.87,48600,Weekend,Saturday,Light_Load,13,Tuesday,October,Weekday,0.1687,0
10/2/2018 13:45,4.86,0,26.21,0,100,18.23,49500,Weekend,Saturday,Light_Load,13,Tuesday,October,Weekday,0.1823,0
10/2/2018 14:00,4.57,0,24.44,0,100,18.38,50400,Weekend,Saturday,Light_Load,14,Tuesday,October,Weekday,0.1838,0
10/2/2018 14:15,4.79,0,27.22,0,100,17.33,51300,Weekend,Saturday,Light_Load,14,Tuesday,October,Weekday,0.1733,0
10/2/2018 14:30,4.72,0,27.18,0,100,17.11,52200,Weekend,Saturday,Light_Load,14,Tuesday,October,Weekday,0.1711,0
10/2/2018 14:45,5.33,0,27.29,0,100,19.17,53100,Weekend,Saturday,Light_Load,14,Tuesday,October,Weekday,0.1917,0
10/2/2018 15:00,5.76,0,27.22,0,100,20.7,54000,Weekend,Saturday,Light_Load,15,Tuesday,October,Weekday,0.207,0
10/2/2018 15:15,5.51,0,27.11,0,100,19.92,54900,Weekend,Saturday,Light_Load,15,Tuesday,October,Weekday,0.1992,0
10/2/2018 15:30,4.57,0,26.5,0,100,16.99,55800,Weekend,Saturday,Light_Load,15,Tuesday,October,Weekday,0.1699,0
10/2/2018 15:45,3.74,0,17.96,0,100,20.39,56700,Weekend,Saturday,Light_Load,15,Tuesday,October,Weekday,0.2039,0
10/2/2018 16:00,3.78,0,17.86,0,100,20.71,57600,Weekend,Saturday,Light_Load,16,Tuesday,October,Weekday,0.2071,0
10/2/2018 16:15,4.57,0,25.09,0,100,17.92,58500,Weekend,Saturday,Light_Load,16,Tuesday,October,Weekday,0.1792,0
10/2/2018 16:30,4.57,0,25.74,0,100,17.48,59400,Weekend,Saturday,Light_Load,16,Tuesday,October,Weekday,0.1748,0
10/2/2018 16:45,3.78,0,17.64,0,100,20.95,60300,Weekend,Saturday,Light_Load,16,Tuesday,October,Weekday,0.2095,0
10/2/2018 17:00,3.82,0,17.64,0,100,21.16,61200,Weekend,Saturday,Light_Load,17,Tuesday,October,Weekday,0.2116,0
10/2/2018 17:15,4.68,0,25.78,0,100,17.86,62100,Weekend,Saturday,Light_Load,17,Tuesday,October,Weekday,0.1786,0
10/2/2018 17:30,4.64,0,25.6,0,100,17.83,63000,Weekend,Saturday,Light_Load,17,Tuesday,October,Weekday,0.1783,0
10/2/2018 17:45,3.85,0,17.53,0,100,21.45,63900,Weekend,Saturday,Light_Load,17,Tuesday,October,Weekday,0.2145,0
10/2/2018 18:00,3.92,0,17.82,0,100,21.48,64800,Weekend,Saturday,Light_Load,18,Tuesday,October,Weekday,0.2148,0
10/2/2018 18:15,5.54,0,10.15,0,100,47.91,65700,Weekend,Saturday,Light_Load,18,Tuesday,October,Weekday,0.4791,0
10/2/2018 18:30,5.18,0,9,0,100,49.88,66600,Weekend,Saturday,Light_Load,18,Tuesday,October,Weekday,0.4988,0
10/2/2018 18:45,3.96,0,15.05,0,100,25.45,67500,Weekend,Saturday,Light_Load,18,Tuesday,October,Weekday,0.2545,0
10/2/2018 19:00,4.03,0,19.37,0,100,20.37,68400,Weekend,Saturday,Light_Load,19,Tuesday,October,Weekday,0.2037,0
10/2/2018 19:15,4.79,0,26.75,0,100,17.63,69300,Weekend,Saturday,Light_Load,19,Tuesday,October,Weekday,0.1763,0
10/2/2018 19:30,4.36,0,21.89,0,100,19.53,70200,Weekend,Saturday,Light_Load,19,Tuesday,October,Weekday,0.1953,0
10/2/2018 19:45,3.96,0,17.6,0,100,21.95,71100,Weekend,Saturday,Light_Load,19,Tuesday,October,Weekday,0.2195,0
10/2/2018 20:00,4.28,0,20.88,0,100,20.08,72000,Weekend,Saturday,Light_Load,20,Tuesday,October,Weekday,0.2008,0
10/2/2018 20:15,4.82,0,26.71,0,100,17.76,72900,Weekend,Saturday,Light_Load,20,Tuesday,October,Weekday,0.1776,0
10/2/2018 20:30,4.1,0,19.4,0,100,20.68,73800,Weekend,Saturday,Light_Load,20,Tuesday,October,Weekday,0.2068,0
10/2/2018 20:45,3.92,0,17.64,0,100,21.69,74700,Weekend,Saturday,Light_Load,20,Tuesday,October,Weekday,0.2169,0
10/2/2018 21:00,4.57,0,24.41,0,100,18.4,75600,Weekend,Saturday,Light_Load,21,Tuesday,October,Weekday,0.184,0
10/2/2018 21:15,4.75,0,26.82,0,100,17.44,76500,Weekend,Saturday,Light_Load,21,Tuesday,October,Weekday,0.1744,0
10/2/2018 21:30,4.79,0,25.78,0,100,18.27,77400,Weekend,Saturday,Light_Load,21,Tuesday,October,Weekday,0.1827,0
10/2/2018 21:45,4.79,0,25.34,0,100,18.57,78300,Weekend,Saturday,Light_Load,21,Tuesday,October,Weekday,0.1857,0
10/2/2018 22:00,4.32,0,22.1,0,100,19.18,79200,Weekend,Saturday,Light_Load,22,Tuesday,October,Weekday,0.1918,0
10/2/2018 22:15,4.64,1.76,15.34,0,93.5,28.95,80100,Weekend,Saturday,Light_Load,22,Tuesday,October,Weekday,0.309625668,0
10/2/2018 22:30,3.71,3.31,0,0,74.62,100,81000,Weekend,Saturday,Light_Load,22,Tuesday,October,Weekday,1.340123291,0
10/2/2018 22:45,3.6,3.1,0,0,75.78,100,81900,Weekend,Saturday,Light_Load,22,Tuesday,October,Weekday,1.319609396,0
10/2/2018 23:00,4.18,3.96,0,0,72.6,100,82800,Weekend,Saturday,Light_Load,23,Tuesday,October,Weekday,1.377410468,0
10/2/2018 23:15,4.32,3.89,0,0,74.31,100,83700,Weekend,Saturday,Light_Load,23,Tuesday,October,Weekday,1.345713901,0
10/2/2018 23:30,3.64,2.77,0,0,79.58,100,84600,Weekend,Saturday,Light_Load,23,Tuesday,October,Weekday,1.256597135,0
10/2/2018 23:45,3.6,2.92,0,0,77.66,100,85500,Weekend,Saturday,Light_Load,23,Tuesday,October,Weekday,1.287664177,0
10/2/2018 0:00,4.28,4.07,0,0,72.47,100,0,Weekend,Saturday,Light_Load,0,Tuesday,October,Weekday,1.37988133,0
11/2/2018 0:15,4.28,4.32,0,0,70.38,100,900,Weekend,Sunday,Light_Load,0,Friday,November,Weekday,1.420858198,0
11/2/2018 0:30,3.85,3.42,0,0,74.76,100,1800,Weekend,Sunday,Light_Load,0,Friday,November,Weekday,1.337613697,0
11/2/2018 0:45,4.57,4.46,0,0,71.57,100,2700,Weekend,Sunday,Light_Load,0,Friday,November,Weekday,1.397233478,0
11/2/2018 1:00,4.61,4.46,0,0,71.87,100,3600,Weekend,Sunday,Light_Load,1,Friday,November,Weekday,1.391401141,0
11/2/2018 1:15,4.25,4.43,0,0,69.23,100,4500,Weekend,Sunday,Light_Load,1,Friday,November,Weekday,1.444460494,0
11/2/2018 1:30,3.67,3.38,0,0,73.56,100,5400,Weekend,Sunday,Light_Load,1,Friday,November,Weekday,1.359434475,0
11/2/2018 1:45,3.78,3.67,0,0,71.75,100,6300,Weekend,Sunday,Light_Load,1,Friday,November,Weekday,1.393728223,0
11/2/2018 2:00,4.46,4.93,0,0,67.09,100,7200,Weekend,Sunday,Light_Load,2,Friday,November,Weekday,1.490535102,0
11/2/2018 2:15,4.07,4.18,0,0,69.76,100,8100,Weekend,Sunday,Light_Load,2,Friday,November,Weekday,1.433486239,0
11/2/2018 2:30,3.74,3.64,0,0,71.66,100,9000,Weekend,Sunday,Light_Load,2,Friday,November,Weekday,1.395478649,0
11/2/2018 2:45,3.89,4,0,0,69.72,100,9900,Weekend,Sunday,Light_Load,2,Friday,November,Weekday,1.434308663,0
11/2/2018 3:00,4.5,5.22,0,0,65.29,100,10800,Weekend,Sunday,Light_Load,3,Friday,November,Weekday,1.531628121,0
11/2/2018 3:15,4.03,4.32,0,0,68.21,100,11700,Weekend,Sunday,Light_Load,3,Friday,November,Weekday,1.466060695,0
11/2/2018 3:30,3.71,3.6,0,0,71.77,100,12600,Weekend,Sunday,Light_Load,3,Friday,November,Weekday,1.393339836,0
11/2/2018 3:45,4.57,4.39,0,0,72.12,100,13500,Weekend,Sunday,Light_Load,3,Friday,November,Weekday,1.386577926,0
11/2/2018 4:00,5.15,5.18,0,0,70.51,100,14400,Weekend,Sunday,Light_Load,4,Friday,November,Weekday,1.418238548,0
11/2/2018 4:15,3.96,3.92,0,0,71.07,100,15300,Weekend,Sunday,Light_Load,4,Friday,November,Weekday,1.407063459,0
11/2/2018 4:30,3.64,3.24,0,0,74.7,100,16200,Weekend,Sunday,Light_Load,4,Friday,November,Weekday,1.338688086,0
11/2/2018 4:45,4.1,4.18,0,0,70.02,100,17100,Weekend,Sunday,Light_Load,4,Friday,November,Weekday,1.428163382,0
11/2/2018 5:00,4.43,4.75,0,0,68.2,100,18000,Weekend,Sunday,Light_Load,5,Friday,November,Weekday,1.46627566,0
11/2/2018 5:15,3.74,3.53,0,0,72.72,100,18900,Weekend,Sunday,Light_Load,5,Friday,November,Weekday,1.375137514,0
11/2/2018 5:30,3.71,3.17,0,0,76.03,100,19800,Weekend,Sunday,Light_Load,5,Friday,November,Weekday,1.315270288,0
11/2/2018 5:45,4.21,4.32,0,0,69.79,100,20700,Weekend,Sunday,Light_Load,5,Friday,November,Weekday,1.432870039,0
11/2/2018 6:00,4.39,4.82,0,0,67.34,100,21600,Weekend,Sunday,Light_Load,6,Friday,November,Weekday,1.485001485,0
11/2/2018 6:15,4,3.85,0,0,72.05,100,22500,Weekend,Sunday,Light_Load,6,Friday,November,Weekday,1.387925052,0
11/2/2018 6:30,4.46,4.82,0,0,67.92,100,23400,Weekend,Sunday,Light_Load,6,Friday,November,Weekday,1.472320377,0
11/2/2018 6:45,4.39,4.79,0,0,67.57,100,24300,Weekend,Sunday,Light_Load,6,Friday,November,Weekday,1.479946722,0
11/2/2018 7:00,4.39,5,0,0,65.98,100,25200,Weekend,Sunday,Light_Load,7,Friday,November,Weekday,1.515610791,0
11/2/2018 7:15,3.6,3.35,0,0,73.21,100,26100,Weekend,Sunday,Light_Load,7,Friday,November,Weekday,1.365933616,0
11/2/2018 7:30,3.6,3.49,0,0,71.8,100,27000,Weekend,Sunday,Light_Load,7,Friday,November,Weekday,1.39275766,0
11/2/2018 7:45,4.25,4.5,0,0,68.66,100,27900,Weekend,Sunday,Light_Load,7,Friday,November,Weekday,1.456452083,0
11/2/2018 8:00,4.32,4.72,0,0,67.52,100,28800,Weekend,Sunday,Light_Load,8,Friday,November,Weekday,1.481042654,0
11/2/2018 8:15,3.64,3.56,0,0,71.49,100,29700,Weekend,Sunday,Light_Load,8,Friday,November,Weekday,1.398797035,0
11/2/2018 8:30,3.71,4,0,0,68,100,30600,Weekend,Sunday,Light_Load,8,Friday,November,Weekday,1.470588235,0
11/2/2018 8:45,4.39,6.05,0.25,0,58.73,99.84,31500,Weekend,Sunday,Light_Load,8,Friday,November,Weekday,1.699982973,0
11/2/2018 9:00,4.46,0,16.34,0,100,26.33,32400,Weekend,Sunday,Light_Load,9,Friday,November,Weekday,0.2633,0
11/2/2018 9:15,4.18,0,17.1,0,100,23.75,33300,Weekend,Sunday,Light_Load,9,Friday,November,Weekday,0.2375,0
11/2/2018 9:30,5.29,0,25.63,0,100,20.21,34200,Weekend,Sunday,Light_Load,9,Friday,November,Weekday,0.2021,0
11/2/2018 9:45,5,0,25.52,0,100,19.23,35100,Weekend,Sunday,Light_Load,9,Friday,November,Weekday,0.1923,0
11/2/2018 10:00,4.28,0,18.47,0,100,22.57,36000,Weekend,Sunday,Light_Load,10,Friday,November,Weekday,0.2257,0
11/2/2018 10:15,4.1,0,16.67,0,100,23.88,36900,Weekend,Sunday,Light_Load,10,Friday,November,Weekday,0.2388,0
11/2/2018 10:30,4.68,0,22.64,0,100,20.24,37800,Weekend,Sunday,Light_Load,10,Friday,November,Weekday,0.2024,0
11/2/2018 10:45,4.75,0,24.91,0,100,18.73,38700,Weekend,Sunday,Light_Load,10,Friday,November,Weekday,0.1873,0
11/2/2018 11:00,4.1,0,16.78,0,100,23.74,39600,Weekend,Sunday,Light_Load,11,Friday,November,Weekday,0.2374,0
11/2/2018 11:15,3.89,0,5.51,0,100,57.67,40500,Weekend,Sunday,Light_Load,11,Friday,November,Weekday,0.5767,0
11/2/2018 11:30,4.61,0,7.38,0,100,52.98,41400,Weekend,Sunday,Light_Load,11,Friday,November,Weekday,0.5298,0
11/2/2018 11:45,4.32,0,6.55,0,100,55.06,42300,Weekend,Sunday,Light_Load,11,Friday,November,Weekday,0.5506,0
11/2/2018 12:00,3.92,0,4.93,0,100,62.24,43200,Weekend,Sunday,Light_Load,12,Friday,November,Weekday,0.6224,0
11/2/2018 12:15,5.22,0,20.2,0,100,25.02,44100,Weekend,Sunday,Light_Load,12,Friday,November,Weekday,0.2502,0
11/2/2018 12:30,5.26,0,25.49,0,100,20.21,45000,Weekend,Sunday,Light_Load,12,Friday,November,Weekday,0.2021,0
11/2/2018 12:45,4.21,0,17.78,0,100,23.04,45900,Weekend,Sunday,Light_Load,12,Friday,November,Weekday,0.2304,0
11/2/2018 13:00,4.14,0,16.63,0,100,24.16,46800,Weekend,Sunday,Light_Load,13,Friday,November,Weekday,0.2416,0
11/2/2018 13:15,4.57,0,23.47,0,100,19.11,47700,Weekend,Sunday,Light_Load,13,Friday,November,Weekday,0.1911,0
11/2/2018 13:30,4.75,0,25.67,0,100,18.2,48600,Weekend,Sunday,Light_Load,13,Friday,November,Weekday,0.182,0
11/2/2018 13:45,3.96,0,17.28,0,100,22.34,49500,Weekend,Sunday,Light_Load,13,Friday,November,Weekday,0.2234,0
11/2/2018 14:00,3.96,0,17.21,0,100,22.42,50400,Weekend,Sunday,Light_Load,14,Friday,November,Weekday,0.2242,0
11/2/2018 14:15,4.75,0,25.6,0,100,18.24,51300,Weekend,Sunday,Light_Load,14,Friday,November,Weekday,0.1824,0
11/2/2018 14:30,4.5,0,23.36,0,100,18.92,52200,Weekend,Sunday,Light_Load,14,Friday,November,Weekday,0.1892,0
11/2/2018 14:45,3.96,0,17.24,0,100,22.39,53100,Weekend,Sunday,Light_Load,14,Friday,November,Weekday,0.2239,0
11/2/2018 15:00,4.14,0,19.01,0,100,21.28,54000,Weekend,Sunday,Light_Load,15,Friday,November,Weekday,0.2128,0
11/2/2018 15:15,5.04,0,25.99,0,100,19.04,54900,Weekend,Sunday,Light_Load,15,Friday,November,Weekday,0.1904,0
11/2/2018 15:30,5.36,0,26.03,0,100,20.17,55800,Weekend,Sunday,Light_Load,15,Friday,November,Weekday,0.2017,0
11/2/2018 15:45,4.28,0,19.87,0,100,21.06,56700,Weekend,Sunday,Light_Load,15,Friday,November,Weekday,0.2106,0
11/2/2018 16:00,4.28,0,20.99,0,100,19.98,57600,Weekend,Sunday,Light_Load,16,Friday,November,Weekday,0.1998,0
11/2/2018 16:15,4.79,0,25.99,0,100,18.12,58500,Weekend,Sunday,Light_Load,16,Friday,November,Weekday,0.1812,0
11/2/2018 16:30,4.07,0,17.57,0,100,22.57,59400,Weekend,Sunday,Light_Load,16,Friday,November,Weekday,0.2257,0
11/2/2018 16:45,4,0,16.96,0,100,22.96,60300,Weekend,Sunday,Light_Load,16,Friday,November,Weekday,0.2296,0
11/2/2018 17:00,4.72,0,24.44,0,100,18.96,61200,Weekend,Sunday,Light_Load,17,Friday,November,Weekday,0.1896,0
11/2/2018 17:15,4.79,0,24.37,0,100,19.29,62100,Weekend,Sunday,Light_Load,17,Friday,November,Weekday,0.1929,0
11/2/2018 17:30,4.07,0,16.78,0,100,23.57,63000,Weekend,Sunday,Light_Load,17,Friday,November,Weekday,0.2357,0
11/2/2018 17:45,4,0,16.85,0,100,23.1,63900,Weekend,Sunday,Light_Load,17,Friday,November,Weekday,0.231,0
11/2/2018 18:00,4.79,0,25.31,0,100,18.6,64800,Weekend,Sunday,Light_Load,18,Friday,November,Weekday,0.186,0
11/2/2018 18:15,4.46,0,8.57,0,100,46.16,65700,Weekend,Sunday,Light_Load,18,Friday,November,Weekday,0.4616,0
11/2/2018 18:30,3.85,0,5.26,0,100,59.06,66600,Weekend,Sunday,Light_Load,18,Friday,November,Weekday,0.5906,0
11/2/2018 18:45,4.68,0,18.79,0,100,24.17,67500,Weekend,Sunday,Light_Load,18,Friday,November,Weekday,0.2417,0
11/2/2018 19:00,5.62,0,26.1,0,100,21.05,68400,Weekend,Sunday,Light_Load,19,Friday,November,Weekday,0.2105,0
11/2/2018 19:15,4.43,0,20.88,0,100,20.75,69300,Weekend,Sunday,Light_Load,19,Friday,November,Weekday,0.2075,0
11/2/2018 19:30,4.1,0,17.21,0,100,23.17,70200,Weekend,Sunday,Light_Load,19,Friday,November,Weekday,0.2317,0
11/2/2018 19:45,4.32,0,21.71,0,100,19.52,71100,Weekend,Sunday,Light_Load,19,Friday,November,Weekday,0.1952,0
11/2/2018 20:00,4.75,0,26.86,0,100,17.41,72000,Weekend,Sunday,Light_Load,20,Friday,November,Weekday,0.1741,0
11/2/2018 20:15,4.1,0,19.91,0,100,20.17,72900,Weekend,Sunday,Light_Load,20,Friday,November,Weekday,0.2017,0
11/2/2018 20:30,3.92,0,17.78,0,100,21.53,73800,Weekend,Sunday,Light_Load,20,Friday,November,Weekday,0.2153,0
11/2/2018 20:45,4.5,0,23.58,0,100,18.75,74700,Weekend,Sunday,Light_Load,20,Friday,November,Weekday,0.1875,0
11/2/2018 21:00,4.79,0,26.78,0,100,17.61,75600,Weekend,Sunday,Light_Load,21,Friday,November,Weekday,0.1761,0
11/2/2018 21:15,4,0,18.5,0,100,21.13,76500,Weekend,Sunday,Light_Load,21,Friday,November,Weekday,0.2113,0
11/2/2018 21:30,4.64,0,24.55,0,100,18.57,77400,Weekend,Sunday,Light_Load,21,Friday,November,Weekday,0.1857,0
11/2/2018 21:45,5.54,0,26.82,0,100,20.23,78300,Weekend,Sunday,Light_Load,21,Friday,November,Weekday,0.2023,0
11/2/2018 22:00,4.72,0,25.56,0,100,18.16,79200,Weekend,Sunday,Light_Load,22,Friday,November,Weekday,0.1816,0
11/2/2018 22:15,3.89,1.22,10.33,0,95.42,35.24,80100,Weekend,Sunday,Light_Load,22,Friday,November,Weekday,0.369314609,0
11/2/2018 22:30,3.64,3.53,0,0,71.79,100,81000,Weekend,Sunday,Light_Load,22,Friday,November,Weekday,1.392951665,0
11/2/2018 22:45,4.43,4.9,0,0,67.06,100,81900,Weekend,Sunday,Light_Load,22,Friday,November,Weekday,1.491201909,0
11/2/2018 23:00,4.03,4.07,0,0,70.36,100,82800,Weekend,Sunday,Light_Load,23,Friday,November,Weekday,1.421262081,0
11/2/2018 23:15,3.67,3.02,0,0,77.22,100,83700,Weekend,Sunday,Light_Load,23,Friday,November,Weekday,1.295001295,0
11/2/2018 23:30,3.89,3.49,0,0,74.43,100,84600,Weekend,Sunday,Light_Load,23,Friday,November,Weekday,1.34354427,0
11/2/2018 23:45,4.36,4.43,0,0,70.15,100,85500,Weekend,Sunday,Light_Load,23,Friday,November,Weekday,1.42551675,0
11/2/2018 0:00,4.18,4.18,0,0,70.71,100,0,Weekend,Sunday,Light_Load,0,Friday,November,Weekday,1.414227125,0
12/2/2018 0:15,3.64,3.28,0,0,74.29,100,900,Weekday,Monday,Light_Load,0,Sunday,December,Weekend,1.346076188,0
12/2/2018 0:30,3.85,3.71,0,0,72.01,100,1800,Weekday,Monday,Light_Load,0,Sunday,December,Weekend,1.388696014,0
12/2/2018 0:45,4.43,4.93,0,0,66.84,100,2700,Weekday,Monday,Light_Load,0,Sunday,December,Weekend,1.496110114,0
12/2/2018 1:00,4,4.14,0,0,69.48,100,3600,Weekday,Monday,Light_Load,1,Sunday,December,Weekend,1.439263097,0
12/2/2018 1:15,4.46,4.9,0,0,67.31,100,4500,Weekday,Monday,Light_Load,1,Sunday,December,Weekend,1.485663349,0
12/2/2018 1:30,4.25,4.64,0,0,67.54,100,5400,Weekday,Monday,Light_Load,1,Sunday,December,Weekend,1.480604086,0
12/2/2018 1:45,4.43,4.86,0,0,67.37,100,6300,Weekday,Monday,Light_Load,1,Sunday,December,Weekend,1.484340211,0
12/2/2018 2:00,3.89,3.74,0,0,72.09,100,7200,Weekday,Monday,Light_Load,2,Sunday,December,Weekend,1.387154945,0
12/2/2018 2:15,3.67,3.38,0,0,73.56,100,8100,Weekday,Monday,Light_Load,2,Sunday,December,Weekend,1.359434475,0
12/2/2018 2:30,4.14,4.36,0,0,68.86,100,9000,Weekday,Monday,Light_Load,2,Sunday,December,Weekend,1.4522219,0
12/2/2018 2:45,4.43,4.97,0,0,66.54,100,9900,Weekday,Monday,Light_Load,2,Sunday,December,Weekend,1.502855425,0
12/2/2018 3:00,3.78,3.71,0,0,71.37,100,10800,Weekday,Monday,Light_Load,3,Sunday,December,Weekend,1.401148942,0
12/2/2018 3:15,3.71,3.42,0,0,73.53,100,11700,Weekday,Monday,Light_Load,3,Sunday,December,Weekend,1.35998912,0
12/2/2018 3:30,4.28,4.43,0,0,69.48,100,12600,Weekday,Monday,Light_Load,3,Sunday,December,Weekend,1.439263097,0
12/2/2018 3:45,5.29,4.54,0,0,75.89,100,13500,Weekday,Monday,Light_Load,3,Sunday,December,Weekend,1.317696666,0
12/2/2018 4:00,4.07,3.85,0,0,72.65,100,14400,Weekday,Monday,Light_Load,4,Sunday,December,Weekend,1.376462491,0
12/2/2018 4:15,3.67,3.28,0,0,74.56,100,15300,Weekday,Monday,Light_Load,4,Sunday,December,Weekend,1.341201717,0
12/2/2018 4:30,4.43,4.57,0,0,69.6,100,16200,Weekday,Monday,Light_Load,4,Sunday,December,Weekend,1.436781609,0
12/2/2018 4:45,4.1,3.92,0,0,72.28,100,17100,Weekday,Monday,Light_Load,4,Sunday,December,Weekend,1.383508578,0
12/2/2018 5:00,3.64,3.02,0,0,76.96,100,18000,Weekday,Monday,Light_Load,5,Sunday,December,Weekend,1.299376299,0
12/2/2018 5:15,3.89,3.53,0,0,74.05,100,18900,Weekday,Monday,Light_Load,5,Sunday,December,Weekend,1.350438893,0
